Group,Train_Samples,Test_Samples,Best_Params,Accuracy,ROC_AUC,PR_AUC,Report
5.0,16573,7930,{'alpha': np.float64(1.0)},0.5027742749054225,0.50280131110367,0.5043471645598643,"              precision    recall  f1-score   support

       False       0.50      0.07      0.12      3938
        True       0.50      0.93      0.65      3992

    accuracy                           0.50      7930
   macro avg       0.50      0.50      0.39      7930
weighted avg       0.50      0.50      0.39      7930
"
3.0,53418,27120,{'alpha': np.float64(10.0)},0.5072271386430679,0.5049254280000463,0.49549863146237266,"              precision    recall  f1-score   support

       False       0.51      0.62      0.56     13775
        True       0.50      0.39      0.44     13345

    accuracy                           0.51     27120
   macro avg       0.51      0.51      0.50     27120
weighted avg       0.51      0.51      0.50     27120
"
8.0,63535,29752,{'alpha': np.float64(100.0)},0.49603388007528904,0.4961529934832324,0.49373855958162455,"              precision    recall  f1-score   support

       False       0.50      0.66      0.57     14941
        True       0.49      0.33      0.40     14811

    accuracy                           0.50     29752
   macro avg       0.49      0.50      0.48     29752
weighted avg       0.49      0.50      0.48     29752
"
1.0,20655,11607,{'alpha': np.float64(1000.0)},0.49668303609890585,0.49818069294580375,0.4847569581077772,"              precision    recall  f1-score   support

       False       0.51      0.25      0.33      5904
        True       0.49      0.76      0.60      5703

    accuracy                           0.50     11607
   macro avg       0.50      0.50      0.46     11607
weighted avg       0.50      0.50      0.46     11607
"
2.0,18394,9130,{'alpha': np.float64(100.0)},0.4957283680175246,0.49919203677899066,0.4953362034809543,"              precision    recall  f1-score   support

       False       0.50      0.54      0.52      4597
        True       0.49      0.45      0.47      4533

    accuracy                           0.50      9130
   macro avg       0.50      0.50      0.49      9130
weighted avg       0.50      0.50      0.49      9130
"
4.0,59654,27729,{'alpha': np.float64(0.001)},0.5058242273432146,0.509278421525888,0.5118065015878216,"              precision    recall  f1-score   support

       False       0.50      0.77      0.61     13785
        True       0.52      0.24      0.33     13944

    accuracy                           0.51     27729
   macro avg       0.51      0.51      0.47     27729
weighted avg       0.51      0.51      0.47     27729
"
7.0,81034,40655,{'alpha': np.float64(0.001)},0.4999385069487148,0.5002276825016925,0.4954498182029736,"              precision    recall  f1-score   support

       False       0.50      0.52      0.51     20527
        True       0.49      0.48      0.49     20128

    accuracy                           0.50     40655
   macro avg       0.50      0.50      0.50     40655
weighted avg       0.50      0.50      0.50     40655
"
11.0,3042,3742,{'alpha': np.float64(10.0)},0.497327632282202,0.4952328197967317,0.5043814980846952,"              precision    recall  f1-score   support

       False       0.50      0.70      0.58      1859
        True       0.50      0.29      0.37      1883

    accuracy                           0.50      3742
   macro avg       0.50      0.50      0.48      3742
weighted avg       0.50      0.50      0.48      3742
"
10.0,12942,5733,{'alpha': np.float64(0.001)},0.5009593581022153,0.5030996241699609,0.5067738675277498,"              precision    recall  f1-score   support

       False       0.31      0.00      0.01      2848
        True       0.50      0.99      0.67      2885

    accuracy                           0.50      5733
   macro avg       0.41      0.50      0.34      5733
weighted avg       0.41      0.50      0.34      5733
"
6.0,48430,26719,{'alpha': np.float64(0.001)},0.49549010067742055,0.5019999244651793,0.5052332508468351,"              precision    recall  f1-score   support

       False       0.50      0.94      0.65     13235
        True       0.50      0.05      0.10     13484

    accuracy                           0.50     26719
   macro avg       0.50      0.50      0.37     26719
weighted avg       0.50      0.50      0.37     26719
"
0.0,4410,1897,{'alpha': np.float64(10.0)},0.5118608328940433,0.505730754679189,0.5173544334590707,"              precision    recall  f1-score   support

       False       0.50      0.51      0.50       917
        True       0.53      0.51      0.52       980

    accuracy                           0.51      1897
   macro avg       0.51      0.51      0.51      1897
weighted avg       0.51      0.51      0.51      1897
"
9.0,4560,3235,{'alpha': np.float64(1000.0)},0.5094281298299845,0.5052632504605248,0.49398369381546214,"              precision    recall  f1-score   support

       False       0.51      0.89      0.65      1646
        True       0.50      0.12      0.19      1589

    accuracy                           0.51      3235
   macro avg       0.51      0.50      0.42      3235
weighted avg       0.51      0.51      0.42      3235
"
